    molid1      molid2     ss1     ss2   sim12   Sscore
    396950    204065  75.698  88.318  71.242  0.7679
    396950    216258  75.698  97.478  68.154  0.6489
    396950    216439  75.698  97.438  68.220  0.6502
    396950   2205836  75.698 108.378  49.606  0.3689
    396950    231171  75.698  87.218  73.893  0.8300
    396950   2432062  75.698 111.998  50.334  0.3664
    396950    245570  75.698  98.328  69.801  0.6697
    396950    245571  75.698  98.268  69.538  0.6659
    396950    381912  75.698 102.658  60.821  0.5175
    396950    382642  75.698 105.638  63.019  0.5326
    396950    382850  75.698  97.838  66.831  0.6263
    396950        42  75.698  93.518  57.596  0.5160
    396950    535151  75.698 101.698  61.723  0.5336
    396950    535602  75.698 101.738  61.601  0.5318
    396950    536271  75.698 101.698  61.807  0.5347
    396950    559164  75.698 101.738  61.510  0.5306
    396950    591685  75.698 109.037  70.477  0.6168
    396950    598515  75.698 108.618  70.467  0.6190
    396950    600083  75.698 109.037  70.445  0.6164
    396950    604314  75.698 109.037  70.660  0.6194
    396950   1940406  75.698  86.118  54.868  0.5130
    396950   1940408  75.698  86.118  48.414  0.4269
    396950   1940409  75.698  86.118  47.500  0.4155
    396950   1940411  75.698  86.118  48.945  0.4336
    396950   1949728  75.698 108.407  67.037  0.5726
    396950   1949729  75.698 108.407  67.037  0.5726
    396950    201010  75.698 108.978  61.844  0.5035
    396950    201598  75.698  94.228  61.911  0.5732
    396950   2420891  75.698  93.978  53.567  0.4613
    396950   2420895  75.698  98.507  53.570  0.4441
    396950   2432056  75.698 112.298  51.802  0.3804
    396950    263881  75.698 115.597  53.970  0.3930
    396950   3289646  75.698  86.118  46.110  0.3985
    396950   3289647  75.698  86.118  44.747  0.3822
    396950   3289648  75.698  86.118  45.799  0.3948
    396950    380484  75.698 100.497  62.188  0.5455
    396950    381472  75.698  90.787  51.457  0.4473
    396950    381573  75.698 100.978  63.593  0.5624
    396950    382780  75.698  98.158  59.358  0.5184
    396950    396560  75.698 102.158  69.601  0.6429
    396950    396561  75.698 102.027  69.359  0.6400
    396950    397207  75.698  92.368  74.235  0.7912
    396950    426662  75.698 101.948  63.930  0.5622
    396950    487387  75.698 105.027  66.345  0.5800
    396950    539334  75.698 105.807  62.148  0.5207
    396950    557840  75.698 105.807  62.318  0.5229
    396950    569270  75.698  90.028  38.946  0.3072
    396950    599116  75.698 113.097  70.629  0.5977
    396950    604127  75.698 113.097  70.321  0.5936
    396950    604316  75.698 113.097  70.584  0.5971
    396950    137781  75.698 128.317  56.844  0.3862
    396950    138989  75.698 128.317  56.844  0.3862
    396950   1779058  75.698 114.658  47.385  0.3314
    396950   1940402  75.698  91.317  54.909  0.4898
    396950   1940403  75.698  91.317  53.915  0.4767
    396950   1940404  75.698  91.317  54.836  0.4888
    396950   1949727  75.698 107.437  67.040  0.5775
    396950    201287  75.698  96.327  71.870  0.7176
    396950    201432  75.698 108.297  66.779  0.5697
    396950    201577  75.698  93.747  51.153  0.4324
    396950   2036989  75.698 123.767  49.277  0.3281
    396950   2037430  75.698  94.418  48.846  0.4028
    396950   2420782  75.698  98.137  57.718  0.4971
    396950   2420890  75.698  96.927  55.639  0.4756
    396950   2420894  75.698 101.457  55.812  0.4600
    396950   2432042  75.698 117.327  51.819  0.3670
    396950   2432051  75.698 115.617  51.594  0.3693
    396950    245764  75.698 102.158  69.604  0.6430
    396950   3115577  75.698 101.987  57.502  0.4784
    396950   3286429  75.698  94.418  49.422  0.4095
    396950    343755  75.698 128.317  56.844  0.3862
    396950    381325  75.698  89.308  54.809  0.4974
    396950    467094  75.698 109.738  61.112  0.4916
    396950    536044  75.698 109.797  62.118  0.5035
    396950    558766  75.698 109.837  61.948  0.5013
    396950    604732  75.698 116.817  70.123  0.5729
    396950   1258671  75.698  97.427  46.472  0.3669
    396950   2204343  75.698  95.847  47.733  0.3855
    396950    240774  75.698  98.157  53.609  0.4458
    396950   2420781  75.698 101.087  59.596  0.5085
    396950   3115579  75.698  98.337  54.760  0.4591
    396950   3289645  75.698  94.007  45.915  0.3709
    396950   3289655  75.698  98.267  54.171  0.4522
    396950    395933  75.698  98.417  53.154  0.4394
    396950        54  75.698  95.847  54.760  0.4689
    396950    555146  75.698 105.127  56.976  0.4600
    396950    596622  75.698 108.337  65.696  0.5552
    396950    598730  75.698 121.597  70.231  0.5527
    396950    599134  75.698 120.327  69.924  0.5545
    396950   1258223  75.698 101.387  46.347  0.3545
    396950    238717  75.698 102.127  50.720  0.3990
    396950    239917  75.698 102.347  52.860  0.4222
    396950    240995  75.698 102.087  53.470  0.4301
    396950   3289649  75.698 100.377  48.938  0.3849
    396950   3321788  75.698 104.757  54.975  0.4381
    396950   3321789  75.698 104.757  55.489  0.4440
    396950   3590084  75.698  97.467  54.809  0.4631
    396950   3622097  75.698 105.187  51.210  0.3949
    396950    426317  75.698  98.687  41.525  0.3125
    396950    597900  75.698 129.027  69.778  0.5171
    396950    597909  75.698 124.607  69.690  0.5336
    396950    604525  75.698 123.667  69.709  0.5376
    396950       716  75.698 105.817  56.048  0.4467
    396950    184073  75.698 104.757  53.400  0.4203
    396950   2031737  75.698 112.727  56.645  0.4298
    396950    238718  75.698 106.057  50.607  0.3859
    396950   3115578  75.698 110.477  55.745  0.4274
    396950   3115581  75.698 112.067  57.060  0.4366
    396950    393492  75.698 106.337  54.960  0.4325
    396950    394080  75.698 106.597  54.361  0.4249
    396950    394110  75.698 108.277  50.616  0.3795
    396950    418854  75.698 106.657  54.388  0.4250
    396950    598949  75.698 133.747  70.061  0.5026
    396950    600986  75.698 128.417  69.495  0.5162
    396950    600987  75.698 127.007  69.544  0.5222
    396950    603485  75.698 127.007  69.517  0.5219
    396950    605127  75.698 133.087  69.577  0.4998
    396950    238915  75.698 112.207  50.417  0.3667
    396950    239700  75.698 110.307  52.063  0.3887
    396950   3589577  75.698 106.027  52.789  0.4094
    396950   3590080  75.698 103.397  54.476  0.4371
    396950   3590081  75.698 103.397  53.088  0.4213
    396950    379450  75.698 123.097  65.666  0.4932
    396950    482496  75.698 104.857  44.476  0.3268
    396950    515472  75.698 112.937  54.854  0.4100
    396950    516088  75.698 107.277  55.053  0.4304
    396950    596824  75.698 121.117  65.284  0.4963
    396950      1112  75.698 113.117  55.624  0.4176
    396950    201788  75.698 117.847  71.383  0.5843
    396950    238917  75.698 116.457  51.971  0.3707
    396950    240996  75.698 114.587  53.429  0.3904
    396950    268371  75.698 114.847  53.002  0.3854
    396950    328866  75.698 119.817  52.484  0.3669
    396950   3590077  75.698 106.737  47.384  0.3509
    396950   3622099  75.698 117.167  50.883  0.3584
    396950    598105  75.698 141.297  69.154  0.4678
    396950    599282  75.698 125.977  64.902  0.4745
    396950    603872  75.698 140.827  69.159  0.4693
    396950       726  75.698 118.397  52.489  0.3707
    396950        85  75.698 121.137  55.379  0.3915
    396950   1632174  75.698 118.417  51.396  0.3601
    396950    194206  75.698 119.677  48.924  0.3341
    396950    196169  75.698 120.167  48.924  0.3329
    396950    199824  75.698 131.037  53.484  0.3490
    396950   3115582  75.698 120.557  55.348  0.3928
    396950    370128  75.698 120.167  48.924  0.3329
    396950    372453  75.698 119.677  48.924  0.3341
    396950    398813  75.698 118.557  50.550  0.3518
    396950    605339  75.698 145.597  68.995  0.4530
    396950    605354  75.698 141.477  68.778  0.4635
    396950   1632158  75.698 121.737  51.194  0.3501
    396950   1765683  75.698 128.957  53.732  0.3560
    396950   1765684  75.698 128.957  54.391  0.3620
    396950    195927  75.698 123.967  52.605  0.3577
    396950    196370  75.698 123.967  48.908  0.3244
    396950    197796  75.698 123.187  48.737  0.3246
    396950    238916  75.698 124.707  50.405  0.3360
    396950    282116  75.698 127.517  52.379  0.3473
    396950    599135  75.698 144.407  68.570  0.4525
    396950    599487  75.698 133.287  63.760  0.4390
    396950    212912  75.698 138.907  57.358  0.3648
    396950    419505  75.698 128.567  59.257  0.4086
    396950    196598  75.698 131.707  48.829  0.3079
    396950    213336  75.698 143.697  57.308  0.3536
    396950    213424  75.698 143.697  57.373  0.3541
    396950   2323582  75.698 141.587  57.292  0.3581
    396950    300780  75.698 132.577  61.870  0.4226
    396950    378669  75.698 143.697  57.247  0.3531
    396950    209497  75.698 141.167  58.155  0.3664
    396950    197408  75.698 141.446  54.112  0.3319
    396950    213834  75.698 155.246  59.862  0.3499
    396950    378825  75.698 140.986  57.538  0.3615
    396950    425069  75.698 151.876  58.316  0.3445
    396950     15928  75.698 146.536  55.528  0.3331
    396950    213492  75.698 157.406  56.711  0.3215
    396950    459350  75.698 142.276  66.234  0.4365
    396950    459373  75.698 142.636  54.727  0.3345
    396950    517407  75.698 142.636  60.284  0.3814
    396950    460402  75.698 147.246  66.092  0.4214
    396950    517244  75.698 153.966  61.742  0.3677
    396950    457957  75.698 149.896  65.893  0.4126
    396950    464811  75.698 155.986  57.634  0.3311
    396950   3577342  75.698 147.096  40.770  0.2240
    396950   3577343  75.698 147.096  40.770  0.2240
    396950   3577345  75.698 163.706  55.409  0.3011
    396950   3577346  75.698 163.706  55.409  0.3011
    396950   3577344  75.698 173.535  50.554  0.2544
    396950    455288  75.698 187.005  52.836  0.2518
    534478    553690  90.008  90.008  89.052  0.9790
    534478    557782  90.008  89.118  85.716  0.9176
    534478    558364  90.008  89.078  84.725  0.8979
    534478    593395  90.008  82.178  59.670  0.5303
    534478    594557  90.008  81.958  59.148  0.5243
    534478    594798  90.008  76.778  64.122  0.6246
    534478    595720  90.008  76.398  62.111  0.5955
    534478    596179  90.008  76.648  62.075  0.5936
    534478    596448  90.008  81.428  59.231  0.5279
    534478   1086789  90.008  96.048  58.367  0.4571
    534478   1086790  90.008  96.198  56.647  0.4372
    534478   1088073  90.008  90.338  58.850  0.4844
    534478   1202298  90.008  81.098  64.757  0.6089
    534478   1643901  90.008 100.378  62.011  0.4831
    534478    184050  90.008  80.028  62.332  0.5787
    534478    203047  90.008  81.098  66.959  0.6429
    534478    203637  90.008  81.408  65.781  0.6227
    534478    204098  90.008  81.098  64.118  0.5993
    534478     21731  90.008  87.818  58.237  0.4870
    534478    231070  90.008  80.048  64.076  0.6046
    534478   2420773  90.008  77.358  46.501  0.3847
    534478   2420780  90.008  78.128  49.612  0.4186
    534478   2420893  90.008  78.128  53.236  0.4633
    534478   2432043  90.008 101.158  57.711  0.4324
    534478   3115574  90.008  82.098  65.175  0.6095
    534478   3115575  90.008  82.248  65.225  0.6094
    534478    379662  90.008  80.958  63.046  0.5842
    534478    380330  90.008  80.338  63.336  0.5919
    534478    380464  90.008  81.498  65.991  0.6254
    534478    381936  90.008  80.878  64.223  0.6021
    534478    381946  90.008  80.378  63.418  0.5929
    534478    389356  90.008  80.028  63.861  0.6015
    534478    394779  90.008  80.068  64.340  0.6085
    534478    435505  90.008  75.648  55.288  0.5009
    534478    437888  90.008  87.118  55.972  0.4620
    534478    540867  90.008  93.958  89.665  0.9509
    534478    558040  90.008  93.918  88.707  0.9316
    534478    593394  90.008  80.088  62.839  0.5859
    534478    594127  90.008  80.478  64.849  0.6139
    534478    594789  90.008  80.368  62.799  0.5838
    534478    594799  90.008  80.948  64.191  0.6012
    534478       629  90.008  80.288  62.228  0.5758
    534478        71  90.008  80.668  53.678  0.4588
    534478       908  90.008  80.668  60.572  0.5501
    534478   1087300  90.008  93.788  59.388  0.4774
    534478   1087301  90.008  93.978  61.057  0.4967
    534478   1224527  90.008 108.848  74.409  0.5979
    534478    184049  90.008  83.768  63.062  0.5696
    534478    187367  90.008  78.688  55.963  0.4964
    534478    201288  90.008  94.188  60.124  0.4846
    534478    201393  90.008  98.788  62.324  0.4928
    534478    201748  90.008  97.728  61.178  0.4834
    534478    231374  90.008  83.828  65.092  0.5986
    534478   2420779  90.008  81.078  50.034  0.4133
    534478   2420892  90.008  81.078  53.428  0.4541
    534478   2429890  90.008 106.568  55.009  0.3886
    534478    276778  90.008  83.788  64.846  0.5952
    534478    298406  90.008 104.238  75.276  0.6327
    534478   3104091  90.008  96.468  58.306  0.4549
    534478   3104092  90.008  95.748  58.347  0.4580
    534478   3104093  90.008  96.108  58.686  0.4605
    534478   3217984  90.008  96.468  57.202  0.4425
    534478    364565  90.008  79.348  56.680  0.5030
    534478    365697  90.008  79.348  54.829  0.4787
    534478    378358  90.008  94.358  56.392  0.4407
    534478    383102  90.008  98.178  60.099  0.4692
    534478    383451  90.008  86.008  67.797  0.6265
    534478    389357  90.008  83.768  64.627  0.5921
    534478    389559  90.008  83.458  64.712  0.5950
    534478    394777  90.008  90.988  65.085  0.5615
    534478    397180  90.008  81.578  63.579  0.5887
    534478    441618  90.008  93.948  60.836  0.4941
    534478    443843  90.008  90.348  62.478  0.5300
    534478    534706  90.008  97.748  88.548  0.8926
    534478    535823  90.008  97.748  89.478  0.9105
    534478    540613  90.008  97.748  89.478  0.9105
    534478    540868  90.008  97.748  88.548  0.8926
    534478    610449  90.008  89.168  60.968  0.5158
    534478       715  90.008  89.398  48.854  0.3742
    534478   1258452  90.008  80.168  47.456  0.3867
    534478   1940415  90.008  82.188  46.171  0.3664
    534478   1940416  90.008  82.188  44.344  0.3468
    534478   1940418  90.008  82.188  50.136  0.4108
    534478   1940419  90.008  82.188  48.610  0.3933
    534478   1940420  90.008  82.188  49.892  0.4079
    534478   1949725  90.008 104.107  63.928  0.4910
    534478   1949726  90.008 104.107  64.401  0.4965
    534478    201177  90.008  98.178  64.894  0.5264
    534478    201241  90.008 103.268  62.498  0.4779
    534478    201334  90.008  96.798  62.628  0.5043
    534478    201375  90.008  96.788  63.879  0.5197
    534478    201584  90.008  97.248  63.712  0.5157
    534478    202924  90.008  88.878  65.201  0.5735
    534478    203734  90.008  90.058  68.044  0.6074
    534478    204065  90.008  88.318  64.629  0.5684
    534478    216258  90.008  97.478  60.600  0.4776
    534478    216439  90.008  97.438  60.659  0.4784
    534478   2205836  90.008 108.378  49.872  0.3358
    534478    231171  90.008  87.218  64.506  0.5723
    534478   2432062  90.008 111.998  58.656  0.4092
    534478    245570  90.008  98.328  63.444  0.5080
    534478    245571  90.008  98.268  63.708  0.5114
    534478    381912  90.008 102.658  60.091  0.4533
    534478    382642  90.008 105.638  61.417  0.4576
    534478    382850  90.008  97.838  60.666  0.4770
    534478        42  90.008  93.518  56.691  0.4470
    534478    535151  90.008 101.698  88.329  0.8544
    534478    535602  90.008 101.738  89.258  0.8709
    534478    536271  90.008 101.698  88.329  0.8544
    534478    559164  90.008 101.738  89.258  0.8709
    534478    591685  90.008 109.037  75.136  0.6064
    534478    598515  90.008 108.618  74.987  0.6065
    534478    600083  90.008 109.037  74.608  0.5996
    534478    604314  90.008 109.037  75.066  0.6055
    534478   1940406  90.008  86.118  59.911  0.5155
    534478   1940408  90.008  86.118  53.642  0.4379
    534478   1940409  90.008  86.118  52.306  0.4224
    534478   1940411  90.008  86.118  53.588  0.4373
    534478   1949728  90.008 108.407  64.784  0.4848
    534478   1949729  90.008 108.407  64.315  0.4796
    534478    201010  90.008 108.978  63.083  0.4642
    534478    201598  90.008  94.228  65.090  0.5463
    534478   2420891  90.008  93.978  57.697  0.4569
    534478   2420895  90.008  98.507  57.786  0.4420
    534478   2432056  90.008 112.298  62.101  0.4429
    534478    263881  90.008 115.597  59.553  0.4077
    534478   3289646  90.008  86.118  50.917  0.4067
    534478   3289647  90.008  86.118  49.636  0.3924
    534478   3289648  90.008  86.118  50.386  0.4007
    534478    380484  90.008 100.497  62.487  0.4881
    534478    381472  90.008  90.787  56.846  0.4586
    534478    381573  90.008 100.978  63.440  0.4974
    534478    382780  90.008  98.158  61.945  0.4908
    534478    396560  90.008 102.158  63.251  0.4906
    534478    396561  90.008 102.027  63.488  0.4939
    534478    397207  90.008  92.368  65.994  0.5671
    534478    426662  90.008 101.948  64.530  0.5064
    534478    487387  90.008 105.027  65.190  0.5021
    534478    539334  90.008 105.807  89.038  0.8339
    534478    557840  90.008 105.807  88.108  0.8180
    534478    569270  90.008  90.028  49.572  0.3800
    534478    599116  90.008 113.097  74.830  0.5834
    534478    604127  90.008 113.097  74.818  0.5832
    534478    604316  90.008 113.097  74.827  0.5833
    534478    137781  90.008 128.317  58.382  0.3650
    534478    138989  90.008 128.317  58.382  0.3650
    534478   1779058  90.008 114.658  50.281  0.3257
    534478   1940402  90.008  91.317  60.221  0.4973
    534478   1940403  90.008  91.317  59.036  0.4828
    534478   1940404  90.008  91.317  60.286  0.4981
    534478   1949727  90.008 107.437  61.626  0.4537
    534478    201287  90.008  96.327  65.101  0.5370
    534478    201432  90.008 108.297  60.289  0.4368
    534478    201577  90.008  93.747  56.323  0.4420
    534478   2036989  90.008 123.767  52.686  0.3271
    534478   2037430  90.008  94.418  52.511  0.3981
    534478   2420782  90.008  98.137  61.756  0.4886
    534478   2420890  90.008  96.927  57.440  0.4436
    534478   2420894  90.008 101.457  57.681  0.4312
    534478   2432042  90.008 117.327  62.251  0.4291
    534478   2432051  90.008 115.617  58.006  0.3929
    534478    245764  90.008 102.158  63.463  0.4931
    534478   3115577  90.008 101.987  62.915  0.4874
    534478   3286429  90.008  94.418  53.110  0.4044
    534478    343755  90.008 128.317  58.382  0.3650
    534478    381325  90.008  89.308  61.445  0.5213
    534478    467094  90.008 109.738  59.418  0.4234
    534478    536044  90.008 109.797  87.889  0.7853
    534478    558766  90.008 109.837  88.818  0.8000
    534478    604732  90.008 116.817  74.598  0.5642
    534478   1258671  90.008  97.427  50.329  0.3671
    534478   2204343  90.008  95.847  54.977  0.4201
    534478    240774  90.008  98.157  55.552  0.4189
    534478   2420781  90.008 101.087  61.740  0.4773
    534478   3115579  90.008  98.337  63.769  0.5119
    534478   3289645  90.008  94.007  49.192  0.3649
    534478   3289655  90.008  98.267  57.017  0.4344
    534478    395933  90.008  98.417  55.462  0.4171
    534478        54  90.008  95.847  60.074  0.4776
    534478    555146  90.008 105.127  63.608  0.4836
    534478    596622  90.008 108.337  78.599  0.6564
    534478    598730  90.008 121.597  74.390  0.5421
    534478    599134  90.008 120.327  74.378  0.5471
    534478   1258223  90.008 101.387  50.753  0.3609
    534478    238717  90.008 102.127  52.899  0.3799
    534478    239917  90.008 102.347  56.836  0.4194
    534478    240995  90.008 102.087  56.864  0.4205
    534478   3289649  90.008 100.377  52.651  0.3823
    534478   3321788  90.008 104.757  59.670  0.4417
    534478   3321789  90.008 104.757  60.401  0.4495
    534478   3590084  90.008  97.467  65.977  0.5430
    534478   3622097  90.008 105.187  55.661  0.3989
    534478    426317  90.008  98.687  43.099  0.2960
    534478    597900  90.008 129.027  74.593  0.5164
    534478    597909  90.008 124.607  74.192  0.5284
    534478    604525  90.008 123.667  74.170  0.5317
    534478       716  90.008 105.817  53.588  0.3767
    534478    184073  90.008 104.757  56.676  0.4104
    534478   2031737  90.008 112.727  61.620  0.4367
    534478    238718  90.008 106.057  54.371  0.3837
    534478   3115578  90.008 110.477  61.927  0.4469
    534478   3115581  90.008 112.067  61.927  0.4419
    534478    393492  90.008 106.337  56.402  0.4030
    534478    394080  90.008 106.597  56.318  0.4014
    534478    394110  90.008 108.277  52.530  0.3604
    534478    418854  90.008 106.657  58.396  0.4223
    534478    598949  90.008 133.747  73.872  0.4929
    534478    600986  90.008 128.417  73.929  0.5116
    534478    600987  90.008 127.007  74.277  0.5204
    534478    603485  90.008 127.007  74.013  0.5176
    534478    605127  90.008 133.087  74.694  0.5033
    534478    238915  90.008 112.207  53.846  0.3629
    534478    239700  90.008 110.307  53.542  0.3648
    534478   3589577  90.008 106.027  63.868  0.4832
    534478   3590080  90.008 103.397  65.556  0.5128
    534478   3590081  90.008 103.397  63.717  0.4913
    534478    379450  90.008 123.097  61.029  0.4013
    534478    482496  90.008 104.857  55.445  0.3977
    534478    515472  90.008 112.937  61.402  0.4338
    534478    516088  90.008 107.277  59.238  0.4291
    534478    596824  90.008 121.117  79.219  0.6006
    534478      1112  90.008 113.117  58.465  0.4042
    534478    201788  90.008 117.847  65.324  0.4583
    534478    238917  90.008 116.457  53.334  0.3483
    534478    240996  90.008 114.587  56.341  0.3800
    534478    268371  90.008 114.847  56.303  0.3790
    534478    328866  90.008 119.817  61.506  0.4147
    534478   3590077  90.008 106.737  52.471  0.3637
    534478   3622099  90.008 117.167  56.848  0.3782
    534478    598105  90.008 141.297  74.701  0.4770
    534478    599282  90.008 125.977  77.720  0.5621
    534478    603872  90.008 140.827  74.663  0.4781
    534478       726  90.008 118.397  52.372  0.3356
    534478        85  90.008 121.137  57.828  0.3772
    534478   1632174  90.008 118.417  51.975  0.3322
    534478    194206  90.008 119.677  54.192  0.3485
    534478    196169  90.008 120.167  54.361  0.3489
    534478    199824  90.008 131.037  54.088  0.3240
    534478   3115582  90.008 120.557  60.940  0.4073
    534478    370128  90.008 120.167  54.116  0.3468
    534478    372453  90.008 119.677  53.957  0.3465
    534478    398813  90.008 118.557  53.944  0.3489
    534478    605339  90.008 145.597  74.679  0.4641
    534478    605354  90.008 141.477  73.364  0.4640
    534478   1632158  90.008 121.737  51.756  0.3235
    534478   1765683  90.008 128.957  60.843  0.3848
    534478   1765684  90.008 128.957  61.507  0.3906
    534478    195927  90.008 123.967  55.681  0.3518
    534478    196370  90.008 123.967  52.451  0.3247
    534478    197796  90.008 123.187  51.997  0.3226
    534478    238916  90.008 124.707  53.401  0.3310
    534478    282116  90.008 127.517  61.187  0.3914
    534478    599135  90.008 144.407  73.045  0.4527
    534478    599487  90.008 133.287  76.839  0.5247
    534478    212912  90.008 138.907  59.102  0.3480
    534478    419505  90.008 128.567  60.353  0.3814
    534478    196598  90.008 131.707  53.125  0.3151
    534478    213336  90.008 143.697  60.012  0.3455
    534478    213424  90.008 143.697  59.883  0.3445
    534478   2323582  90.008 141.587  58.856  0.3407
    534478    300780  90.008 132.577  61.207  0.3793
    534478    378669  90.008 143.697  59.034  0.3380
    534478    209497  90.008 141.167  61.301  0.3609
    534478    197408  90.008 141.446  57.755  0.3325
    534478    213834  90.008 155.246  60.032  0.3241
    534478    378825  90.008 140.986  62.132  0.3679
    534478    425069  90.008 151.876  59.468  0.3260
    534478     15928  90.008 146.536  59.613  0.3369
    534478    213492  90.008 157.406  59.223  0.3147
    534478    459350  90.008 142.276  63.407  0.3755
    534478    459373  90.008 142.636  58.390  0.3351
    534478    517407  90.008 142.636  63.678  0.3769
    534478    460402  90.008 147.246  63.274  0.3637
    534478    517244  90.008 153.966  60.224  0.3277
    534478    457957  90.008 149.896  62.966  0.3559
    534478    464811  90.008 155.986  58.450  0.3117
    534478   3577342  90.008 147.096  52.916  0.2873
    534478   3577343  90.008 147.096  52.294  0.2830
    534478   3577345  90.008 163.706  66.984  0.3587
    534478   3577346  90.008 163.706  66.332  0.3540
    534478   3577344  90.008 173.535  56.702  0.2741
    534478    455288  90.008 187.005  53.124  0.2373
    553690    557782  90.008  89.118  84.770  0.8984
    553690    558364  90.008  89.078  85.668  0.9170
    553690    593395  90.008  82.178  59.756  0.5315
    553690    594557  90.008  81.958  59.276  0.5260
    553690    594798  90.008  76.778  64.216  0.6261
    553690    595720  90.008  76.398  62.124  0.5957
    553690    596179  90.008  76.648  62.356  0.5979
    553690    596448  90.008  81.428  59.285  0.5286
    553690   1086789  90.008  96.048  58.364  0.4571
    553690   1086790  90.008  96.198  56.645  0.4372
    553690   1088073  90.008  90.338  58.846  0.4843
    553690   1202298  90.008  81.098  64.718  0.6083
    553690   1643901  90.008 100.378  61.985  0.4827
    553690    184050  90.008  80.028  62.404  0.5798
    553690    203047  90.008  81.098  66.610  0.6374
    553690    203637  90.008  81.408  66.102  0.6277
    553690    204098  90.008  81.098  64.238  0.6011
    553690     21731  90.008  87.818  58.208  0.4866
    553690    231070  90.008  80.048  64.353  0.6088
    553690   2420773  90.008  77.358  46.482  0.3845
    553690   2420780  90.008  78.128  49.640  0.4189
    553690   2420893  90.008  78.128  53.232  0.4633
    553690   2432043  90.008 101.158  57.630  0.4316
    553690   3115574  90.008  82.098  65.121  0.6087
    553690   3115575  90.008  82.248  65.148  0.6082
    553690    379662  90.008  80.958  62.902  0.5821
    553690    380330  90.008  80.338  63.454  0.5936
    553690    380464  90.008  81.498  66.071  0.6267
    553690    381936  90.008  80.878  64.324  0.6036
    553690    381946  90.008  80.378  63.177  0.5893
    553690    389356  90.008  80.028  64.006  0.6037
    553690    394779  90.008  80.068  64.030  0.6038
    553690    435505  90.008  75.648  55.223  0.5001
    553690    437888  90.008  87.118  56.000  0.4623
    553690    540867  90.008  93.958  88.714  0.9314
    553690    558040  90.008  93.918  89.655  0.9510
    553690    593394  90.008  80.088  62.837  0.5858
    553690    594127  90.008  80.478  64.944  0.6153
    553690    594789  90.008  80.368  63.081  0.5879
    553690    594799  90.008  80.948  64.083  0.5996
    553690       629  90.008  80.288  62.203  0.5755
    553690        71  90.008  80.668  53.807  0.4604
    553690       908  90.008  80.668  60.731  0.5524
    553690   1087300  90.008  93.788  59.379  0.4773
    553690   1087301  90.008  93.978  61.055  0.4967
    553690   1224527  90.008 108.848  74.587  0.6002
    553690    184049  90.008  83.768  63.138  0.5707
    553690    187367  90.008  78.688  55.915  0.4958
    553690    201288  90.008  94.188  60.141  0.4848
    553690    201393  90.008  98.788  62.327  0.4928
    553690    201748  90.008  97.728  61.214  0.4838
    553690    231374  90.008  83.828  64.783  0.5941
    553690   2420779  90.008  81.078  50.017  0.4131
    553690   2420892  90.008  81.078  53.443  0.4543
    553690   2429890  90.008 106.568  55.053  0.3890
    553690    276778  90.008  83.788  65.113  0.5991
    553690    298406  90.008 104.238  74.622  0.6238
    553690   3104091  90.008  96.468  58.298  0.4548
    553690   3104092  90.008  95.748  58.350  0.4580
    553690   3104093  90.008  96.108  58.665  0.4603
    553690   3217984  90.008  96.468  57.119  0.4416
    553690    364565  90.008  79.348  56.609  0.5021
    553690    365697  90.008  79.348  54.740  0.4776
    553690    378358  90.008  94.358  56.382  0.4405
    553690    383102  90.008  98.178  60.102  0.4692
    553690    383451  90.008  86.008  68.185  0.6323
    553690    389357  90.008  83.768  64.772  0.5942
    553690    389559  90.008  83.458  65.036  0.5998
    553690    394777  90.008  90.988  64.883  0.5588
    553690    397180  90.008  81.578  63.579  0.5887
    553690    441618  90.008  93.948  60.839  0.4942
    553690    443843  90.008  90.348  62.600  0.5316
    553690    534706  90.008  97.748  89.478  0.9105
    553690    535823  90.008  97.748  88.548  0.8926
    553690    540613  90.008  97.748  88.548  0.8926
    553690    540868  90.008  97.748  89.478  0.9105
    553690    610449  90.008  89.168  60.946  0.5155
    553690       715  90.008  89.398  48.796  0.3736
    553690   1258452  90.008  80.168  47.405  0.3861
    553690   1940415  90.008  82.188  46.195  0.3666
    553690   1940416  90.008  82.188  44.338  0.3468
    553690   1940418  90.008  82.188  50.182  0.4113
    553690   1940419  90.008  82.188  48.602  0.3932
    553690   1940420  90.008  82.188  49.880  0.4078
    553690   1949725  90.008 104.107  63.938  0.4912
    553690   1949726  90.008 104.107  64.408  0.4966
    553690    201177  90.008  98.178  64.894  0.5263
    553690    201241  90.008 103.268  62.497  0.4779
    553690    201334  90.008  96.798  62.599  0.5040
    553690    201375  90.008  96.788  63.903  0.5200
    553690    201584  90.008  97.248  63.704  0.5156
    553690    202924  90.008  88.878  65.161  0.5730
    553690    203734  90.008  90.058  67.654  0.6018
    553690    204065  90.008  88.318  64.730  0.5698
    553690    216258  90.008  97.478  60.614  0.4778
    553690    216439  90.008  97.438  60.663  0.4785
    553690   2205836  90.008 108.378  49.885  0.3359
    553690    231171  90.008  87.218  64.824  0.5767
    553690   2432062  90.008 111.998  58.699  0.4096
    553690    245570  90.008  98.328  63.513  0.5088
    553690    245571  90.008  98.268  63.858  0.5133
    553690    381912  90.008 102.658  60.091  0.4533
    553690    382642  90.008 105.638  61.411  0.4575
    553690    382850  90.008  97.838  60.672  0.4771
    553690        42  90.008  93.518  56.634  0.4463
